氏族社会: 1
动物界: 2
活动: 14
雕塑品: 1
普遍性: 5
壁画: 2
发掘: 6
精灵: 2
泰勒: 3
道德: 12
神圣化: 1
马林诺夫斯基: 2
博厄斯: 1
演颂: 1
互渗: 2
绘身: 1
后洼: 1
娱人: 2
人鸟: 1
天意: 3
植物: 1
遗存: 1
雕像: 3
身体: 3
组成部分: 6
关系: 21
行为: 9
最初: 4
山顶洞人: 1
洞穴: 3
地区: 4
大房子: 1
食人: 1
成员: 3
地址: 1
大汶口: 1
考古: 1
造型艺术: 4
磨制: 1
河姆渡: 1
漫长: 4
古人类: 1
之忧: 1
生殖器: 1
人面: 1
相当: 14
仰韶文化: 1
极其: 7
快感: 3
产物: 11
石头: 3
土壤: 4
趣味: 7
文明: 5
音乐: 11
东沟县: 1
农耕社会: 1
项饰: 1
原始思维: 1
艺术品: 5
摘要: 1
野人: 2
云南: 1
低级: 3
不可思议: 1
经济: 9
树干: 1
武器: 4
获得: 17
一些: 18
主要: 21
起来: 16
沧源: 1
鱼纹: 1
神圣: 5
状况: 6
李泽厚: 3
马雷特: 1
线痕: 1
陶猪: 1
鸟身: 1
形器: 1
他说: 5
精力: 4
采集: 1
同体: 2
西盟: 1
祭祀: 3
审美观念: 2
生产方式: 1
列维: 1
文物出版社: 1
呼兰: 1
崇拜: 1
马克思: 7
生理需要: 1
几百万年: 2
狩猎者: 1
灵魂: 7
生产: 11
调查: 2
世界: 13
起源: 6
造型: 5
说明: 18
融合: 8
研究家: 1
见于: 4
预演: 1
驱鬼: 1
征服: 3
古文献: 1
砸开: 1
事物: 10
膜拜: 1
自然: 18
男子: 2
文身: 1
魔力: 1
所说: 14
壁虎: 1
骨器: 1
全部: 11
欲求: 2
木器: 1
山海经: 2
周口店: 1
占有: 5
倘能: 1
吕氏春秋: 2
保存: 1
动因: 3
艺术创作: 8
东西: 13
裸体: 3
动作: 3
鸟兽: 2
三位一体: 2
黄河: 4
性交: 1
钻孔: 1
当时: 13
解放前: 1
彝族: 1
推论: 2
北京: 3
研究所: 5
福星: 1
赖以: 1
纹饰: 1
生产工具: 1
历史: 19
成熟: 10
大概: 4
屋脊: 1
故事: 6
串联: 1
狂欢: 1
进入: 15
例证: 8
情绪: 5
规律: 10
敬畏: 1
虚构: 2
规范化: 3
世界观: 5
遗留: 2
石雕: 1
骨髓: 1
打猎: 1
最早: 6
取食: 1
器皿: 1
感知: 2
发出: 3
进到: 2
私有制: 1
刻有: 1
概念: 11
画像: 1
肉体: 1
巨型: 1
材料: 9
雏形: 1
稻谷: 1
物质: 10
里面: 2
出版社: 8
很广: 1
恩格斯: 8
一定: 20
歌唱: 4
也许: 8
本性: 8
野蛮: 2
世间: 3
器物: 2
花瓣: 1
密切关系: 3
之风: 3
举行: 3
讲述: 2
生殖: 1
维持: 6
无法: 14
现象: 16
为生: 1
礼仪: 2
围着: 1
交叉: 3
记述: 2
乐器: 3
依托: 3
低下: 3
选择: 12
肥沃: 1
导致: 13
模拟: 2
公认: 7
美术: 5
当代: 13
叙述: 7
用手: 1
影子: 2
文物: 2
祖先: 2
自觉: 13
集团: 2
场面: 3
能够: 17
论述: 11
口中: 1
乃是: 7
支配: 4
射击: 1
象征: 9
实物: 1
符号: 7
水平: 13
男性: 4
分开: 2
内心: 9
证据: 2
现存: 5
看作: 8
鱼类: 1
地处: 1
牺牲: 4
过程: 17
舞雩: 2
伏羲女娲: 1
首都师范大学: 2
弗朗兹: 1
生存: 11
伴随: 3
少数民族: 1
密切: 12
不会: 13
房屋: 1
穴居野处: 1
取材自: 1
宁夏人民出版社: 1
草房子: 1
小珠山: 1
刨成: 1
制作: 6
新疆: 1
高级: 3
上游: 1
哲学: 16
继续: 8
阿南: 1
穿耳: 1
麂子: 1
帝俊: 1
初民: 2
有熊: 1
初期: 5
依靠: 5
区别: 11
便是: 11
斯坦恩: 1
柳叶形: 1
生殖力: 1
葛天氏: 2
席纹: 1
上海文艺出版社: 1
远古文化: 1
栖止: 1
鸟头: 1
过着: 1
编织物: 1
工具: 6
这件: 4
见到: 4
常常: 12
汝拉山: 1
呼图壁: 1
塔斯: 1
兆麟: 1
弹动: 1
多彩多姿: 1
丁神: 1
丰实: 2
斗争: 5
六千年: 1
耳饰: 1
失乐园: 1
三里河: 1
露齿: 1
新说: 1
性生理: 1
证明: 10
最多: 1
满足: 11
四叶: 1
瑞德: 1
社科: 5
骨雕: 1
猎到: 1
曾经: 7
柳盖: 1
那克绕: 1
之七: 1
格纹: 1
双鸟: 1
歌之舞: 1
歌八阙: 2
以互: 1
死人时: 1
供大: 1
宋恩常: 1
母胎: 1
鸟足: 1
毕歇尔: 1
之野: 1
可寻: 1
供上: 1
屡经: 1
渗为: 1
灵物: 1
点上: 1
牛血: 1
吕光天: 1
玉鸟: 1
王传普: 1
长须: 1
人与物: 2
龙和凤: 1
疏疏密密: 1
以兽: 1
的人: 3
的手: 1
圆舞: 1
蚕纹: 1
地是: 1
地要: 2
神偶: 1
祭谷: 1
用火来: 1
内安得: 1
人和物: 1
粗拙: 1
多得为: 1
系结: 1
纹等: 1
组译: 1
男像: 1
大而: 1
从画: 1
风姓也: 1
缠头: 1
以牛血: 1
群处: 1
夫说: 1
头形: 1
而南: 1
大兽: 1
翩跹起舞: 1
苦聪人: 1
形为: 1
茅谷斯舞: 1
荒古: 1
蛮野: 1
镍币: 1
用兽: 1
名之曰: 1
蛇身: 1
依吉: 1
丁由译: 1
赤蛇: 1
便用: 1
转自: 1
三人操: 2
其民聚生: 1
玉虎: 1
庙底: 1
金辉译: 1
附于: 1
陶雕: 1
灵力: 1
像作: 1
形陶: 1
舞中: 1
食人者: 1
德力格: 1
鸟形: 1
阪泉: 1
或物: 1
或芒: 1
战于: 1
专靠: 1
形纹: 1
把纽: 1
列维一: 1
人死: 1
额顶: 1
教勒神: 1
两燕: 1
散窝朗: 1
刻纹: 1
斜发: 1
窝朗: 1
剽死: 1
加鸟: 1
时所供: 1
时要: 2
中多: 1
为眼: 1
尝无君: 1
是鸟: 1
并加: 1
有灵论: 1
木炭画: 1
木燕: 1
未开: 1
杀牛: 1
村旁: 1
山东: 1
资料: 4
着重点: 1
类人猿: 1
存在物: 1
一件: 2
成为: 18
柳子: 1
生殖崇拜: 1
疥疮: 1
胶县: 1
阿斯图里亚斯: 1
留下: 5
行动: 6
经历: 11
格德林: 1
参考文献: 1
可辨认: 1
石雕像: 1
锅巴: 1
遵照执行: 1
出上: 1
兄弟: 4
经验: 14
有时: 13
原始时代: 4
童年时代: 3
牛尾: 2
两种: 7
动力: 6
母权制: 1
毡子: 1
浑沌: 1
史前时代: 1
鹰隼: 1
茹毛饮血: 1
中国社会科学出版社: 2
卢瓦尔: 1
未开化: 1
祈愿: 1
上册: 1
解剖学家: 1
导言: 4
鄂温克族: 1
图象: 4
满载而归: 1
交合: 1
人鬼: 1
穿鼻: 1
花山: 1
创世纪: 3
猎获: 1
河沿: 1
非生物: 1
制造: 3
德国: 9
来自: 6
桦树皮: 1
独龙族: 1
途程: 1
简捷: 1
马家窑: 1
北京猿人: 1
独立: 10
灰鼠皮: 1
围起: 1
离开: 6
唱歌跳舞: 1
萌动: 1
塔布: 1
艺术史: 5
陶片: 1
通宵达旦: 1
炎黄: 1
趋利避害: 1
细石器: 1
连山: 1
网纹: 1
威宁: 1
网格: 1
战争: 5
欧洲: 8
法国: 10
一用: 1
腿骨: 1
脑髓: 1
剪成: 1
印本: 1
声音: 5
亲眼见到: 1
尖角: 1
剥下: 1
景颇族: 1
戴维森: 1
朔县: 1
格罗: 1
牙雕: 1
云南大学: 1
表意: 2
用于: 5
恐惧感: 1
民族所: 2
画得: 2
知母: 1
第一块: 1
巴斯克: 1
独龙: 1
几何形: 1
毫不掩饰: 1
之前: 8
鄂伦春: 1
波纹: 1
吴山: 2
祝祷: 1
刻成: 1
人与自然: 2
饼子: 1
保护神: 1
不同点: 1
普罗米修斯: 1
景颇: 1
华县: 1
中央: 3
手柄: 1
互相联系: 1
用火: 1
眼睛: 5
三百多: 1
光明日报: 1
分布: 2
比利牛斯: 1
引为: 1
整个: 13
水生动物: 1
人民文学出版社: 2
磨光: 1
基督徒: 1
布莱克: 1
文艺理论: 14
历史文献: 1
猿人: 2
在读: 1
大马: 1
头盖骨: 1
猎手: 1
无所事事: 1
每件: 1
红山: 1
达克: 1
马鹿: 1
群居: 1
五帝: 1
块茎: 1
概要: 1
烧烤: 1
今天: 8
之乐: 4
残缺不全: 1
篡改: 1
颧骨: 1
相对: 14
吃不饱: 1
火塘: 1
塔尔: 2
受到: 16
方格: 1
半坡: 1
能力: 7
洛伦兹: 1
熟练地: 1
念念有词: 1
明白人: 1
事情: 7
正是如此: 1
时期: 16
信以为真: 1
大旱: 1
巫师: 1
旅行家: 1
无法控制: 1
加高: 1
残片: 1
民族学: 2
渭水: 1
玉林: 1
看到: 13
牛头: 1
打制: 1
艺术形象: 7
鄂温克: 1
炎帝: 1
食宿: 1
说一说: 1
土家族: 1
祖先崇拜: 1
实地考察: 1
自然力: 2
记录下来: 1
灵性: 1
凸出: 1
人民出版社: 2
石炭: 1
多件: 1
书本: 1
尾羽: 1
玉龙: 1
人像: 1
蓝布: 1
火种: 1
韵律: 2
生根: 1
一段话: 1
所画: 4
丧葬: 1
赎罪: 1
关键环节: 1
坚果: 1
舞会: 1
傣族: 1
回首: 1
阿尔卑斯山: 1
青铜时代: 1
敲击: 1
紧密联系: 3
提出: 18
鹿角: 1
取材: 1
书店: 1
萌生: 1
连云港: 1
太古: 1
把握住: 5
演示: 1
凸起: 1
彩陶: 1
必备: 2
教化: 5
精良: 1
银色: 1
上起: 1
十字架: 1
饰物: 1
石质: 1
木棍: 1
奴隶社会: 2
母系: 1
篝火: 1
神木: 1
爱德华: 2
本纪: 3
驯化: 1
圆圈: 1
从属: 4
肖像: 2
记事: 1
木炭: 1
取自: 1
美化: 2
无所: 2
依稀: 1
传神: 3
相合: 2
算作: 1
祭司: 1
贺兰山: 1
射中: 1
原故: 1
之别: 3
寓意: 3
权衡: 2
长江下游: 1
当今世界: 1
化妆: 1
盛行于: 1
考古学家: 1
明快: 1
天象: 1
四壁: 1
商务印书馆: 3
基督: 2
尼亚: 1
后会: 1
神话传说: 2
史学家: 4
佩戴: 1
逼真: 4
相伴: 2
塑像: 1
辽东半岛: 1
隐含: 4
彼得: 2
猎物: 1
萨满: 1
有点像: 1
渔猎: 1
第二章: 1
而生: 1
实事: 1
辽西: 1
远古: 4
关键词: 4
彩绘: 1
匮乏: 2
自制: 2
灭绝: 2
四天: 1
